ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5002706,,,,,,,,39,39,1
5002708,9,,,,,,,1,10,0
5002709,18,,,,,,25,,43,0
5002710,38,,,,,,,1,39,0
5002711,10,,,,,,,,10,0
5002713,1,,,,,,,,1,0
5002715,4,1,,,,,,7,12,0
5002716,9,,,,,,,3,12,0
5002717,43,13,1,,,,,1,58,0
5002718,20,,,,,,,1,21,0
5002719,17,7,,,,,,1,25,0
5002720,20,4,,,,,,1,25,0
5002722,4,,,,,,15,,19,0
5002723,6,,,,,,,2,8,0
5002725,,,,,,,,2,2,1
5002727,12,,,,,,39,,51,0
5002728,8,,,,,,,2,10,0
5002729,6,,,,,,14,,20,0
5002730,7,,,,,,,,7,0
5002731,27,,,,,,,,27,0
5002732,6,,,,,,,,6,0
5002733,19,,,,,,27,,46,0
5002734,27,2,,,,,18,,47,0
5002735,12,,,,,,39,,51,0
5002736,,,,,,,,23,23,1
5002737,3,,,,,,,26,29,0
5002738,21,,,,,,,3,24,0
5002739,19,,,,,,4,,23,0
5002740,29,,,,,,,,29,0
5002741,6,,,,,,5,,11,0
5002742,1,,,,,,,6,7,0
5002743,6,,,,,,44,,50,0
5002744,5,1,,,,,44,,50,0
5002745,,,,,,,,40,40,1
5002747,10,,,,,,15,4,29,0
5002749,5,,,,,,34,,39,0
5002750,12,,,,,,38,,50,0
5002752,,,,,,,,56,56,1
5002753,5,,,,,,50,1,56,0
5002754,5,,,,,,36,2,43,0
5002755,27,,,,,,,3,30,0
5002756,14,,,,,,,2,16,0
5002757,29,,,,,,,3,32,0
5002758,4,,,,,,16,,20,0
5002759,23,,,,,,3,1,27,0
5002760,9,,,,,,27,,36,0
5002762,12,,,,,,,24,36,0
5002763,6,,,,,,,1,7,0
5002765,3,,,,,,,,3,0
5002766,5,1,,,,,27,,33,0
5002767,,,,,,,,31,31,1
5002768,1,,,,,,,6,7,0
5002769,6,,,,,,3,6,15,0
5002770,21,,,,,,31,2,54,0
5002776,,,,,,,,14,14,1
5002779,12,,,,,,40,1,53,0
5002780,13,,,,,,40,,53,0
5002781,20,,,,,,6,10,36,0
5002782,7,,,,,,31,2,40,0
5002783,8,,,,,,38,15,61,0
5002784,38,1,,,,,,2,41,0
5002787,,,,,,,,14,14,1
5002788,2,,,,,,12,,14,0
5002789,12,,,,,,,,12,0
5002790,9,,,,,,11,,20,0
5002791,24,,,,,,,,24,0
5002792,25,,,,,,,,25,0
5002793,10,2,,,,,40,,52,0
5002795,9,2,1,,,,46,,58,0
5002796,23,2,,,,,22,3,50,0
5002798,14,,,,,,,26,40,0
5002799,3,,,,,,57,,60,0
5002800,,,,,,,,37,37,1
5002804,12,,,,,,9,,21,0
5002805,2,,,,,,,59,61,0
5002806,9,,,,,,,52,61,0
5002807,44,,,,,,,,44,0
5002808,4,3,,,,,,,7,0
5002809,26,11,,,,,,,37,0
5002810,27,10,,,,,,,37,0
5002811,11,7,,,,,26,,44,0
5002812,20,2,,,,,29,2,53,0
5002813,31,18,,,,,12,,61,0
5002814,6,,,,,,19,2,27,0
5002815,2,,,,,,,8,10,0
5002817,4,,,,,,41,,45,0
5002818,2,,,,,,,7,9,0
5002819,1,,,,,,,1,2,0
5002820,8,,,,,,,1,9,0
5002821,,,,,,,45,,45,0
5002822,,,,,,,,58,58,1
5002825,5,,,,,,19,1,25,0
5002827,6,,,,,,5,,11,0
5002828,12,,,,,,29,,41,0
5002829,9,,,,,,,2,11,0
5002830,7,,,,,,7,,14,0
5002831,3,1,,,,,41,2,47,0
5002832,3,,,,,,,,3,0
5002833,18,,,,,,,,18,0
5002837,17,,,,,,,3,20,0
5002840,23,1,,,,,35,,59,0
5002841,8,2,,,,,,4,14,0
5002843,23,1,,,,,35,,59,0
5002844,35,1,,,,,6,14,56,0
5002845,11,,,,,,,1,12,0
5002846,23,,,,,,,,23,0
5002847,22,1,,,,,,1,24,0
5002848,5,,,,,,24,,29,0
5002849,13,,,,,,24,1,38,0
5002850,42,,,,,,5,8,55,0
5002851,3,,,,,,,23,26,0
5002852,13,,,,,,,,13,0
5002853,7,1,,,,,,11,19,0
5002854,20,1,,,,,9,4,34,0
5002855,1,,,,,,,3,4,0
5002856,17,4,,,,,,9,30,0
5002857,11,1,,,,,21,,33,0
5002860,,,,,,,,12,12,1
5002862,10,,,,,,32,,42,0
5002863,11,,,,,,23,,34,0
5002864,8,,,,,,47,2,57,0
5002865,1,,,,,,,38,39,0
5002866,26,,,,,,,,26,0
5002867,10,,,,,,21,,31,0
5002869,9,,,,,,,5,14,0
5002870,11,,,,,,13,11,35,0
5002871,13,,,,,,9,,22,0
5002872,1,,,,,,,,1,0
5002873,,,,,,,,6,6,1
5002874,,,,,,,36,2,38,0
5002878,34,,,,,,,4,38,0
5002879,,,,,,,26,,26,0
5002882,28,,,,,,,20,48,0
5002883,17,,,,,,,5,22,0
5002884,7,1,,,,,,,8,0
5002886,6,,,,,,16,3,25,0
5002887,6,,,,,,47,,53,0
5002888,9,,,,,,,14,23,0
5002889,14,,,,,,38,,52,0
5002890,22,,,,,,8,,30,0
5002892,,,,,,,,47,47,1
5002893,11,,,,,,50,,61,0
5002894,,,,,,,49,9,58,0
5002895,4,,,,,,38,1,43,0
5002896,10,,,,,,50,1,61,0
5002897,27,,,,,,,1,28,0
5002898,3,,,,,,,1,4,0
5002899,27,,,,,,,2,29,0
5002900,15,,,,,,39,3,57,0
5002901,1,,,,,,33,19,53,0
5002902,9,,,,,,47,,56,0
5002903,33,,,,,,,,33,0
5002904,36,,,,,,,,36,0
5002905,42,2,,,,,,1,45,0
5002906,19,1,,,,,33,,53,0
5002909,12,,,,,,36,,48,0
5002910,12,,,,,,14,,26,0
5002911,5,,,,,,33,,38,0
5002912,,,,,,,,2,2,1
5002913,1,,,,,,,37,38,0
5002914,12,,,,,,28,,40,0
5002915,,,,,,,,20,20,1
5002916,,,,,,,,26,26,1
5002917,4,,,,,,,2,6,0
5002918,9,,,,,,,1,10,0
5002919,15,,,,,,,1,16,0
5002920,1,,,,,,26,1,28,0
5002921,13,,,,,,,,13,0
5002922,2,,,,,,,7,9,0
5002923,9,2,,,,,14,,25,0
5002929,,,,,,,21,9,30,0
5002930,7,,,,,,24,2,33,0
5002931,1,,,,,,27,,28,0
5002933,4,,,,,,,48,52,0
5002934,17,,,,,,29,6,52,0
5002935,15,1,,,,,8,,24,0
5002936,8,,,,,,,,8,0
5002937,26,,,,,,,,26,0
5002938,,,,,,,,11,11,1
5002939,,,,,,,,43,43,1
5002940,,,,,,,,53,53,1
5002943,10,,,,,,,1,11,0
5002944,23,,,,,,,1,24,0
5002945,20,4,,,,,,,24,0
5002946,27,,,,,,,1,28,0
5002947,6,,,,,,22,,28,0
5002948,5,,,,,,31,1,37,0
5002949,3,,,,,,,4,7,0
5002950,19,5,,,,,,7,31,0
5002953,24,,,,,,35,,59,0
5002955,,,,,,,,37,37,1
5002956,1,,,,,,,50,51,0
5002958,20,,,,,,,1,21,0
5002961,31,,,,,,,2,33,0
5002962,11,1,,,,,14,,26,0
5002963,,,,,,,,16,16,1
5002964,,,,,,,,31,31,1
5002966,1,,,,,,,4,5,0
5002967,8,,,,,,4,,12,0
5002968,3,,,,,,4,,7,0
5002969,9,,,,,,4,3,16,0
5002970,8,,,,,,6,4,18,0
5002971,8,,,,,,7,5,20,0
5002972,8,,,,,,8,7,23,0
5002973,4,,,,,,16,3,23,0
5002974,3,,,,,,19,2,24,0
5002975,5,,,,,,19,4,28,0
5002976,8,,,,,,22,2,32,0
5002977,6,,,,,,19,6,31,0
5002978,8,,,,,,35,,43,0
5002979,6,,,,,,39,,45,0
5002981,4,,,,,,44,,48,0
5002982,8,,,,,,31,12,51,0
5002983,6,,,,,,44,,50,0
5002985,4,,,,,,,1,5,0
5002986,4,,,,,,,,4,0
5002987,9,,,,,,41,,50,0
5002988,8,,,,,,37,,45,0
5002989,6,1,,,,,33,1,41,0
5002990,7,,,,,,31,,38,0
5002991,3,,,,,,,2,5,0
5002992,5,,,,,,12,,17,0
5002993,10,1,,,,,17,,28,0
5002994,7,,,,,,28,,35,0
5002995,14,,,,,,26,,40,0
5002996,24,1,,,,,,1,26,0
5002999,3,,,,,,39,3,45,0
5003000,7,,,,,,,2,9,0
5003001,28,1,,,,,,10,39,0
5003002,27,,,,,,,17,44,0
5003003,10,1,,,,,,4,15,0
5003006,9,,,,,,,1,10,0
5003007,2,,,,,,1,,3,0
5003008,,,,,,,,46,46,1
5003011,,,,,,,,38,38,1
5003012,,,,,,,,12,12,1
5003013,,,,,,,,29,29,1
5003014,6,,,,,,41,,47,0
5003015,17,,,,,,,2,19,0
5003016,3,,,,,,,5,8,0
5003017,42,,,,,,,,42,0
5003018,7,,,,,,,1,8,0
5003019,18,,,,,,22,,40,0
5003020,,,,,,,47,,47,0
5003021,,,,,,,,11,11,1
5003023,1,,,,,,5,,6,0
5003024,11,,,,,,,2,13,0
5003025,2,,,,,,23,,25,0
5003026,11,1,,,,,43,,55,0
5003027,2,,,,,,43,2,47,0
5003028,6,,,,,,25,18,49,0
5003029,4,,,,,,,56,60,0
5003030,7,,,,,,51,1,59,0
5003031,3,,,,,,48,1,52,0
5003033,5,1,,,,,46,,52,0
5003034,1,,,,,,,51,52,0
5003035,11,1,,,,,31,,43,0
5003036,7,,,,,,7,,14,0
5003037,4,,,,,,10,,14,0
5003038,7,,,,,,14,,21,0
5003039,7,1,,,,,31,,39,0
5003040,12,,,,,,14,,26,0
5003041,6,,,,,,17,,23,0
5003042,6,,,,,,19,,25,0
5003043,9,1,,,,,43,2,55,0
5003046,12,,,,,,,11,23,0
5003049,,,,,,,,38,38,1
5003050,,,,,,,,34,34,1
5003051,11,,,,,,10,,21,0
5003052,11,,,,,,18,,29,0
5003053,6,,,,,,34,,40,0
5003054,6,,,,,,,2,8,0
5003056,10,,,,,,,,10,0
5003057,12,,,,,,,2,14,0
5003058,5,,,,,,,2,7,0
5003059,,,,,,,,52,52,1
5003061,6,,,,,,,3,9,0
5003065,13,,,,,,15,,28,0
5003066,8,,,,,,24,,32,0
5003067,16,,,,,,7,18,41,0
5003068,6,,,,,,25,,31,0
5003069,12,,,,,,29,,41,0
5003070,21,2,,,,,31,1,55,0
5003073,16,,,,,,9,,25,0
5003074,8,,,,,,28,,36,0
5003075,11,,,,,,39,,50,0
5003076,24,,,,,,14,18,56,0
5003079,8,,,,,,,1,9,0
5003082,11,,,,,,,1,12,0
5003083,15,,,,,,,,15,0
5003084,6,,,,,,39,,45,0
5003086,28,,,,,,,,28,0
5003088,25,4,,,,,12,,41,0
5003089,1,,,,,,,1,2,0
5003090,,,,,,,2,,2,0
5003091,,,,,,,2,,2,0
5003092,,,,,,,4,,4,0
5003093,,,,,,,5,,5,0
5003094,,,,,,,7,,7,0
5003095,,,,,,,7,,7,0
5003096,1,,,,,,7,,8,0
5003097,8,2,,,,,4,,14,0
5003098,1,,,,,,,,1,0
5003099,3,,,,,,49,,52,0
5003100,2,,,,,,42,2,46,0
5003101,6,,,,,,42,1,49,0
5003102,9,,,,,,,3,12,0
5003103,13,,,,,,,1,14,0
5003104,13,,,,,,,7,20,0
5003105,13,2,,,,,,1,16,0
5003106,16,,,,,,14,,30,0
5003107,12,,,,,,19,,31,0
5003108,10,,,,,,29,,39,0
5003110,,,,,,,,43,43,1
5003111,12,,,,,,4,,16,0
5003112,3,,,,,,,1,4,0
5003113,5,,,,,,5,,10,0
5003115,18,,,,,,41,,59,0
5003116,10,,,,,,24,,34,0
5003117,7,,,,,,33,,40,0
5003118,5,1,,,,,42,,48,0
5003119,7,,,,,,,30,37,0
5003120,13,,,,,,,15,28,0
5003121,6,,,,,,37,2,45,0
5003122,11,,,,,,35,,46,0
5003123,6,,,,,,9,,15,0
5003124,9,,,,,,,,9,0
5003125,7,,,,,,7,,14,0
5003126,10,,,,,,24,,34,0
5003127,10,,,,,,27,,37,0
5003128,14,,,,,,15,,29,0
5003129,6,,,,,,31,,37,0
5003131,11,,,,,,42,1,54,0
5003132,11,,,,,,,14,25,0
5003133,23,,,,,,20,,43,0
5003134,19,,,,,,,,19,0
5003135,5,,,,,,,,5,0
5003136,10,3,,,,,18,,31,0
5003137,10,2,,,,,19,,31,0
5003138,6,,,,,,48,,54,0
5003139,2,,,,,,32,,34,0
5003140,56,,,,,,,4,60,0
5003141,,,,,,,9,8,17,0
5003142,20,,,,,,,11,31,0
5003143,7,,,,,,44,4,55,0
5003144,,,,,,,14,17,31,0
5003145,5,,,,,,11,,16,0
5003146,10,,,,,,23,,33,0
5003147,10,,,,,,34,1,45,0
5003148,6,,,,,,,3,9,0
5003149,12,,,,,,,1,13,0
5003150,,,,,,,,23,23,1
5003151,8,,,,,,24,,32,0
5003152,16,,,,,,34,,50,0
5003153,4,,,,,,,1,5,0
5003154,1,,,,,,,1,2,0
5003155,23,,,,,,14,1,38,0
5003156,3,,,,,,6,,9,0
5003157,7,,,,,,6,,13,0
5003158,14,,,,,,,1,15,0
5003159,16,,,,,,,3,19,0
5003160,5,,,,,,18,,23,0
5003161,27,,,,,,,1,28,0
5003162,1,,,,,,28,,29,0
5003163,11,,,,,,27,,38,0
5003164,20,,,,,,41,,61,0
5003165,5,,,,,,8,6,19,0
5003166,4,,,,,,8,1,13,0
5003167,22,2,,,,,16,,40,0
5003168,3,,,,,,,12,15,0
5003169,21,,,,,,12,11,44,0
5003170,11,,,,,,31,1,43,0
5003171,40,,,,,,,,40,0
5003172,16,4,,,,,,1,21,0
5003173,33,,,,,,5,,38,0
5003174,10,,,,,,45,,55,0
5003175,44,,,,,,11,,55,0
5003176,5,,,,,,,,5,0
5003177,26,2,,,,,,,28,0
5003178,10,,,,,,45,,55,0
5003179,11,1,,,,,,8,20,0
5003180,28,,,,,,20,1,49,0
5003181,17,,,,,,23,8,48,0
5003182,30,,,,,,10,6,46,0
5003183,10,,,,,,,,10,0
5003186,19,,,,,,,1,20,0
5003187,8,,,,,,14,,22,0
5003188,3,,,,,,31,,34,0
5003189,11,,,,,,26,1,38,0
5003194,7,,,,,,,1,8,0
5003197,21,1,,,,,8,2,32,0
5003198,3,,,,,,,4,7,0
5003199,32,3,,,,,6,2,43,0
5003200,,,,,,,,2,2,1
5003201,5,,,,,,26,,31,0
5003202,,,,,,,,21,21,1
5003203,2,,,,,,44,,46,0
5003205,5,,,,,,41,,46,0
5003206,12,,,,,,,14,26,0
5003207,10,,,,,,27,1,38,0
5003209,9,,,,,,,3,12,0
5003210,1,,,,,,,13,14,0
5003211,7,,,,,,7,,14,0
5003212,8,,,,,,,,8,0
5003214,,,,,,,,18,18,1
5003219,10,,,,,,,2,12,0
5003220,12,,,,,,22,,34,0
5003221,,,,,,,,16,16,1
5003222,,,,,,,,23,23,1
5003224,12,,,,,,46,,58,0
5003225,7,,,,,,47,6,60,0
5003226,4,,,,,,41,2,47,0
5003227,11,,,,,,46,1,58,0
5003228,1,,,,,,,56,57,0
5003229,6,,,,,,32,,38,0
5003230,6,,,,,,23,,29,0
5003231,6,,,,,,,1,7,0
5003232,10,,,,,,4,,14,0
5003233,4,,,,,,13,,17,0
5003234,6,,,,,,17,,23,0
5003235,8,,,,,,27,,35,0
5003236,,,,,,,,40,40,1
5003237,8,2,,,,,,2,12,0
5003238,,,,,,,,8,8,1
5003239,13,,,,,,,,13,0
5003240,8,,,,,,,,8,0
5003241,21,,,,,,,,21,0
5003242,,,,,,,,9,9,1
5003243,3,,,,,,46,9,58,0
5003244,11,,,,,,,1,12,0
5003245,10,,,,,,,1,11,0
5003246,14,,,,,,,,14,0
5003247,12,,,,,,28,,40,0
5003248,7,2,,,,,41,,50,0
5003249,,,,,,,,49,49,1
5003250,12,,,,,,,23,35,0
5003252,9,,,,,,47,1,57,0
5003253,10,,,,,,37,,47,0
5003255,43,2,,,,,,4,49,0
5003256,26,,,,,,19,,45,0
5003257,1,,,,,,7,,8,0
5003258,2,,,,,,8,,10,0
5003259,,,,,,,12,,12,0
5003260,6,,,,,,13,,19,0
5003261,8,3,,,,,,,11,0
5003262,6,,,,,,7,,13,0
5003263,7,,,,,,10,,17,0
5003264,7,,,,,,23,,30,0
5003265,7,,,,,,26,,33,0
5003266,28,1,,,,,6,,35,0
5003267,,3,1,2,,,48,,54,0
5003268,,,,,,,,18,18,1
5003269,,,,,,,,22,22,1
5003270,3,,,,,,,1,4,0
5003272,5,,,,,,48,1,54,0
5003273,6,,,,,,2,,8,0
5003274,6,,,,,,5,,11,0
5003275,6,,,,,,7,,13,0
5003276,10,,,,,,11,,21,0
5003277,20,,,,,,,21,41,0
5003278,22,,,,,,,20,42,0
5003279,35,,,,,,9,,44,0
5003281,,,,,,,,24,24,1
5003282,3,,,,,,,,3,0
5003283,,,,,,,,42,42,1
5003284,8,,,,,,35,,43,0
5003286,10,,,,,,44,,54,0
5003287,13,5,,,,,13,,31,0
5003288,4,,,,,,11,,15,0
5003289,22,,,,,,,1,23,0
5003291,2,,,,,,37,1,40,0
5003292,,,,,,,,2,2,1
5003293,,,,,,,,7,7,1
5003294,3,2,,,,,2,2,9,0
5003295,5,,,,,,43,,48,0
5003298,1,,,,,,12,,13,0
5003299,1,,,,,,11,,12,0
5003300,1,,,,,,10,,11,0
5003301,,,,,,,9,,9,0
5003302,,,,,,,7,,7,0
5003303,,,,,,,3,1,4,0
5003304,3,,,,,,,,3,0
5003305,4,1,,,,,2,,7,0
5003306,4,1,,,,,4,,9,0
5003307,9,1,,,,,,,10,0
5003308,2,,,,,,8,,10,0
5003311,23,,,,,,32,3,58,0
5003312,17,,,,,,11,3,31,0
5003313,22,1,,,,,,2,25,0
5003314,9,,,,,,,2,11,0
5003315,14,,,,,,,22,36,0
5003316,5,1,,,,,10,,16,0
5003317,11,,,,,,10,,21,0
5003318,13,2,,,,,31,,46,0
5003319,7,,,,,,48,,55,0
5003320,1,,,,,,,,1,0
5003321,,,,,,,,27,27,1
5003322,,,,,,,,7,7,1
5003323,,,,,,,,27,27,1
5003324,,,,,,,,35,35,1
5003325,,,,,,,,35,35,1
5003326,,,,,,,,50,50,1
5003328,30,,,,,,3,,33,0
5003329,6,,,,,,27,1,34,0
5003330,60,,,,,,,,60,0
5003334,27,1,,,,,33,,61,0
5003335,11,,,,,,33,1,45,0
5003337,31,,,,,,2,,33,0
5003338,34,,,,,,,,34,0
5003339,6,,,,,,38,1,45,0
5003343,15,,,,,,,11,26,0
5003344,3,,,,,,,,3,0
5003345,21,,,,,,3,,24,0
5003346,13,,,,,,,10,23,0
5003349,18,,,,,,,7,25,0
5003350,8,,,,,,39,,47,0
5003351,11,,,,,,,14,25,0
5003352,12,,,,,,22,,34,0
5003353,,,,,,,,26,26,1
5003354,1,,,,,,24,,25,0
5003355,8,,,,,,30,,38,0
5003356,2,,,,,,23,1,26,0
5003357,10,,,,,,13,,23,0
5003358,4,,,,,,17,,21,0
5003359,12,,,,,,13,,25,0
5003360,,,,,,,,26,26,1
5003362,3,,,,,,56,,59,0
5003364,10,,,,,,2,,12,0
5003365,,,,,,,19,41,60,0
5003366,3,,,,,,42,1,46,0
5003367,3,,,,,,56,,59,0
5003369,13,,,,,,12,2,27,0
5003370,18,,,,,,31,,49,0
5003371,37,,,,,,9,4,50,0
5003372,16,,,,,,31,2,49,0
5003373,32,,,,,,7,1,40,0
5003374,17,,,,,,,1,18,0
5003375,40,1,,,,,,4,45,0
5003377,6,,,,,,32,,38,0
5003378,23,,,,,,,8,31,0
5003383,6,,,,,,32,,38,0
5003385,11,1,,,,,38,,50,0
5003386,8,,,,,,,,8,0
5003388,8,,,,,,,,8,0
5003391,7,,,,,,,16,23,0
5003392,13,,,,,,23,12,48,0
5003393,10,,,,,,,,10,0
5003394,17,,,,,,,7,24,0
5003395,9,,,,,,10,,19,0
5003396,,,,,,,19,30,49,0
5003397,31,,,,,,,,31,0
5003398,4,2,,,,,45,,51,0
5003400,,,,,,,,20,20,1
5003401,41,6,,,,,8,,55,0
5003402,2,,,,,,,18,20,0
5003408,11,,,,,,15,13,39,0
5003409,9,,,,,,,11,20,0
5003410,8,,,,,,7,13,28,0
5003411,15,,,,,,,,15,0
5003412,13,1,,,,,,,14,0
5003413,,,,,,,,21,21,1
5003414,,,,,,,,20,20,1
5003415,,,,,,,,21,21,1
5003417,4,,,,,,25,,29,0
5003418,12,,,,,,,12,24,0
5003420,5,,,,,,,1,6,0
5003421,3,,,,,,,,3,0
5003422,,,,,,,,32,32,1
5003423,,,,,,,,32,32,1
5003424,6,3,,,,,,1,10,0
5003428,11,,,,,,34,1,46,0
5003430,2,5,,,,,21,1,29,0
5003431,9,2,,,,,10,,21,0
5003432,,,,,,,,3,3,1
5003433,,,,,,,3,,3,0
5003434,3,,,,,,,8,11,0
5003435,16,,,,,,,1,17,0
5003436,3,,,,,,8,3,14,0
5003437,4,,,,,,14,4,22,0
5003438,12,,,,,,21,6,39,0
5003440,7,,,,,,40,9,56,0
5003441,32,,,,,,,24,56,0
5003442,7,,,,,,,1,8,0
5003444,3,,,,,,27,,30,0
5003445,,,,,,,,6,6,1
5003449,11,,,,,,,1,12,0
5003450,7,,,,,,12,,19,0
5003451,5,,,,,,,1,6,0
5003452,11,,,,,,,8,19,0
5003453,7,,,,,,,1,8,0
5003454,5,,,,,,,,5,0
5003455,,,,,,,,7,7,1
5003456,9,,,,,,31,1,41,0
5003457,1,,,,,,,,1,0
5003458,4,,,,,,15,,19,0
5003459,4,,,,,,42,,46,0
5003460,,,,,,,41,6,47,0
5003461,12,1,,,,,25,,38,0
5003463,15,1,,,,,,,16,0
5003464,7,,,,,,24,,31,0
5003465,6,,,,,,26,,32,0
5003466,,,,,,,,54,54,1
5003467,4,2,,,,,48,,54,0
5003469,3,2,,,,,49,,54,0
5003470,19,,,,,,6,7,32,0
5003471,5,1,1,,1,,39,1,48,0
5003472,,,,,,,14,1,15,0
5003473,3,,,,,,28,1,32,0
5003474,2,,,,,,19,2,23,0
5003475,9,,,,,,,14,23,0
5003476,13,,,,,,,6,19,0
5003477,8,,,,,,12,,20,0
5003478,,,,,,,,12,12,1
5003479,4,,,,,,18,,22,0
5003480,5,,,,,,4,3,12,0
5003481,35,1,,,,,,9,45,0
5003482,11,,,,,,2,,13,0
5003483,2,,,,,,,35,37,0
5003484,10,1,,,,,12,,23,0
5003485,14,1,,,,,,2,17,0
5003486,5,,,,,,,54,59,0
5003487,5,,,,,,20,8,33,0
5003490,17,1,,,,,3,,21,0
5003492,19,,,,,,,6,25,0
5003493,11,,,,,,36,,47,0
5003494,13,,,,,,27,,40,0
5003495,,,,,,,25,9,34,0
5003496,18,1,,,,,2,,21,0
5003497,11,,,,,,,7,18,0
5003498,6,,,,,,7,,13,0
5003499,6,,,,,,39,,45,0
5003500,3,,,,,,44,,47,0
5003504,10,,,,,,27,3,40,0
5003505,6,,,,,,34,,40,0
5003506,3,,,,,,37,,40,0
5003507,5,1,,,,,50,,56,0
5003509,14,1,,,,,41,,56,0
5003510,23,,,,,,,4,27,0
5003511,21,,,,,,,5,26,0
5003512,4,,,,,,,1,5,0
5003513,27,,,,,,,1,28,0
5003514,6,,,,,,12,,18,0
5003515,4,,,,,,27,,31,0
5003516,7,,,,,,27,,34,0
5003517,9,,,,,,30,,39,0
5003518,6,,,,,,50,,56,0
5003519,12,,,,,,36,,48,0
5003520,23,,,,,,,13,36,0
5003521,5,,,,,,48,1,54,0
5003522,,,,,,,,25,25,1
5003523,,,,,,,46,2,48,0
5003524,3,,,,,,46,,49,0
5003525,,1,,,,,51,,52,0
5003526,4,,,,,,37,,41,0
5003527,10,,,,,,22,,32,0
5003528,1,,,,,,22,,23,0
5003531,,,,,,,,5,5,1
5003532,,,,,,,,11,11,1
5003533,,,,,,,,11,11,1
5003534,,,,,,,,19,19,1
5003535,,,,,,,2,,2,0
5003536,2,,,,,,,,2,0
5003537,5,,,,,,,12,17,0
5003538,3,,,,,,,2,5,0
5003539,4,,,,,,6,,10,0
5003540,5,,,,,,14,,19,0
5003541,8,,,,,,18,,26,0
5003542,26,,,,,,14,10,50,0
5003543,16,,,,,,34,,50,0
5003545,,,,,,,,49,49,1
5003546,,,,,,,,35,35,1
5003547,,,,,,,,37,37,1
5003548,8,,,,,,,15,23,0
5003549,8,,,,,,,,8,0
5003550,10,,,,,,,3,13,0
5003551,7,,,,,,40,,47,0
5003553,,,,,,,,35,35,1
5003558,13,,,,,,47,,60,0
5003560,22,,,,,,9,5,36,0
5003561,2,,,,,,4,1,7,0
5003562,1,,,,,,,,1,0
5003563,9,,,,,,1,6,16,0
5003564,12,,,,,,4,1,17,0
5003565,1,,,,,,,1,2,0
5003566,11,,,,,,4,,15,0
5003567,,,,,,,,8,8,1
5003568,14,,,,,,,15,29,0
5003569,10,,,,,,11,8,29,0
5003570,9,2,,,,,,3,14,0
5003571,16,4,,,,,,13,33,0
5003572,3,,,,,,30,,33,0
5003574,21,,,,,,,21,42,0
5003576,18,,,,,,,25,43,0
5003577,6,,,,,,,,6,0
5003579,1,,,,,,,19,20,0
5003582,5,,,,,,,13,18,0
5003583,4,,,,,,,1,5,0
5003584,25,,,,,,,1,26,0
5003586,,,,,,,,9,9,1
5003587,9,,,,,,11,3,23,0
5003588,1,,,,,,,38,39,0
5003589,27,,,,,,,30,57,0
5003590,9,,,,,,,12,21,0
5003591,11,,,,,,,3,14,0
5003593,1,,,,,,32,7,40,0
5003594,18,,,,,,24,,42,0
5003596,,,,,,,,15,15,1
5003597,6,,,,,,16,,22,0
5003598,18,1,,,,,,2,21,0
5003599,7,,,,,,,1,8,0
5003600,2,,,,,,6,,8,0
5003601,12,1,,,,,10,,23,0
5003602,3,,,,,,16,13,32,0
5003603,6,,,,,,28,,34,0
5003604,,,,,,,,36,36,1
5003605,37,,,,,,,,37,0
5003606,7,,,,,,5,2,14,0
5003607,18,,,,,,,1,19,0
5003608,26,,,,,,,1,27,0
5003609,4,2,,,,,27,,33,0
5003610,3,,,,,,21,,24,0
5003611,8,,,,,,28,4,40,0
5003612,1,,,,,,,1,2,0
5003613,1,,,,,,,1,2,0
5003616,17,,,,,,36,,53,0
5003620,3,,,,,,23,5,31,0
5003621,3,,,,,,31,,34,0
5003622,5,,,,,,39,,44,0
5003623,5,,,,,,40,,45,0
5003624,13,1,,,,,34,,48,0
5003627,12,,,,,,44,,56,0
5003628,25,,,,,,,29,54,0
5003629,1,,,,,,54,1,56,0
5003630,19,1,,,,,,1,21,0
5003631,22,,,,,,,1,23,0
5003632,20,6,,,,,,1,27,0
5003633,4,,,,,,27,,31,0
5003634,6,,,,,,27,,33,0
5003635,12,1,,,,,21,,34,0
5003636,,,,,,,,35,35,1
5003640,10,,,,,,,,10,0
5003642,20,2,,,,,,2,24,0
5003643,10,2,,,,,22,,34,0
5003644,,,,,,,,56,56,1
5003645,22,,,,,,23,1,46,0
5003646,7,,,,,,,,7,0
5003647,4,,,,,,,11,15,0
5003648,7,,,,,,,2,9,0
5003649,9,,,,,,,,9,0
5003651,2,,,,,,14,,16,0
5003652,11,,,,,,25,,36,0
5003659,38,,,,,,8,2,48,0
5003660,7,,,,,,,1,8,0
5003661,3,,,,,,,1,4,0
5003662,9,,,,,,,1,10,0
5003663,1,,,,,,7,,8,0
5003665,18,,,,,,,,18,0
5003666,13,,,,,,,3,16,0
5003667,16,,,,,,,,16,0
5003670,7,,,,,,,33,40,0
5003671,3,,,,,,37,6,46,0
5003673,9,,,,,,37,,46,0
5003674,36,,,,,,,2,38,0
5003677,,,,,,,,23,23,1
5003678,12,,,,,,23,,35,0
5003679,24,,,,,,19,,43,0
5003683,1,,,,,,,8,9,0
5003684,2,,,,,,6,1,9,0
5003685,3,,,,,,18,2,23,0
5003686,3,,,,,,21,2,26,0
